cik,companyName,stockSymbol
0001053374,Ipass Inc,ipas
0001111928,Ipg Photonics Corp,ipgp
0001166338,Ireland Inc.,irld
0001159167,Irobot Corp,irbt
0001020569,Iron Mountain Inc,irm
0000842517,Isabella Bank Corp,isba
0000863015,Isle Of Capri Casinos Inc,isle
0000843006,Issuer Direct Corp,isdr
0001613170,Itamar Medical Ltd.,
0001132597,Itau Unibanco Holding S.A.,itub
0000350868,"Iteris, Inc.",iti
0000860518,Itex Corp,itex
0000780571,Itron Inc /WA/,itri
0000216228,Itt Corp,itt
0000922475,Itt Educational Services Inc,esi
0001397183,"Iveda Solutions, Inc.",ivda
0001120295,Ixia,xxia
0001166126,J C Penney Co Inc,jcp
0000091419,J M SMUCKER Co,sjm
0000785956,J&J Snack Foods Corp,jjsf
0001617227,"J. Alexander's Holdings, Inc.",jax
0001084048,"J2 GLOBAL, INC.",jcom
0001173284,JACOBS ENTERTAINMENT INC,
0001133062,JANEL CORP,janl
0001006892,JDA SOFTWARE GROUP INC,jdas
0001302350,JMP GROUP LLC,jmp
0000054050,JOSTENS INC,
0000019617,JPMORGAN CHASE & CO,jpm
cr852218,"JPMorgan Chase Bank, N.A.",
0000821995,JUNIPER PHARMACEUTICALS INC,jnp
0000898293,Jabil Circuit Inc,jbl
0000807882,Jack In The Box Inc /New/,jack
0000052988,Jacobs Engineering Group Inc /DE/,jec
0001121793,"Jagged Peak, Inc.",jgpk
0001009829,Jakks Pacific Inc,jakk
0001065865,Janus Capital Group Inc,jns
0000895655,Jarden Corp,jah
0001232524,Jazz Pharmaceuticals plc,jazz
0001158463,Jetblue Airways Corp,jblu
0001462633,"Jive Software, Inc.",jive
0001433660,John Bean Technologies CORP,jbt
0000200406,Johnson & Johnson,jnj
0000053669,Johnson Controls Inc,jci
0000788329,Johnson Outdoors Inc,jout
0001037976,Jones Lang Lasalle Inc,jll
0001083522,Jones Soda Co,jsda
0001232241,Journal Communications Inc,jrn
0001622893,"Journal Media Group, Inc.",jmg
0001043604,Juniper Networks Inc,jnpr
0001538789,Just Energy Group Inc.,je
0001157408,K12 Inc,lrn
0001312928,KAYAK Software Corp,kyak
0000740694,KAYDON CORP,kdn
0001569391,"KCG Holdings, Inc.",kcg
0000860748,KEMPER Corp,kmpr
0001434647,"KEMPHARM, INC",kmph
0001114714,KENEXA CORP,knxa
0001002811,KENSEY NASH CORP,knsy
0000909954,"KEURIG GREEN MOUNTAIN, INC.",gmcr
0001032761,KEYNOTE SYSTEMS INC,keyn
0000055604,KEYSTONE CONSOLIDATED INDUSTRIES INC,kycn
0000831967,KINETIC CONCEPTS INC,kci
0001047699,KING PHARMACEUTICALS INC,kg
0001617898,KLX Inc.,klxi
0001060749,"KNIGHT CAPITAL GROUP, INC.",nite
0001096788,KNOLOGY INC,knol
0000885639,KOHLS Corp,kss
0000056594,KOMATSU LTD,
0001191141,KONAMI CORP,knm
0000313216,KONINKLIJKE PHILIPS NV,phg
0001176236,KRONOS INTERNATIONAL INC,
0000109821,KUBOTA CORP,
0001662684,"KULR Technology Group, Inc.",
0001419177,KUNEKT CORP,knkt
0000886346,Kadant Inc,kai
0000054381,Kaman Corp,kamn
0000054473,Kansas City Life Insurance Co,kcli
0001325281,Kapstone Paper & Packaging Corp,ks
0000352363,Kate Spade & Co,kate
0000795266,Kb Home,kbh
0000055135,Kelly Services Inc,kelya
1742491,"Kenloc, Inc.",
0000055242,Kennametal Inc,kmt
0001408100,"Kennedy-Wilson Holdings, Inc.",kw
0000055529,Kewaunee Scientific Corp /DE/,kequ
0000318996,Key Energy Services Inc,keg
0000906193,Key Technology Inc,ktec
0000719733,Key Tronic Corp,ktcc
cr280110,KeyBank National Association,
0001601046,"Keysight Technologies, Inc.",keys
0000930420,Kforce Inc,kfrc
0001025996,Kilroy Realty Corp,krc
0001606757,"Kimball Electronics, Inc.",ke
0000055772,Kimball International Inc,kbal
0000055785,Kimberly Clark Corp,kmb
0001506307,"Kinder Morgan, Inc.",kmi
0001060009,"Kindred Healthcare, Inc",knd
0001072627,Kingsway Financial Services Inc,kfs
0001056285,"Kirkland's, Inc",kirk
0001608092,"Kisses From Italy, Inc.",
0001510580,"Kite Pharma, Inc.",kite
0000866439,Klever Marketing Inc,klmk
0000929452,Knight Transportation Inc,knx
0001011570,Knoll Inc,knl
0001468748,Kodiak Sciences Inc.,kod
0000771266,Kopin Corp,kopn
0000056701,Koss Corp,koss
0001545158,"Kraft Foods Group, Inc.",krft
0001069258,"Kratos Defense & Security Solutions, Inc.",ktos
0001100270,Krispy Kreme Doughnuts Inc,kkd
0001007587,Kvh Industries Inc \De\,kvhi
0000057083,Kyocera Corp,kyo
0001436304,Kythera Biopharmaceuticals Inc,kyth
1039101,L 3 Communications Holdings Inc,lll
0001018332,"L-1 IDENTITY SOLUTIONS, INC.",id
0000919443,LACROSSE FOOTWEAR INC,boot
0000799288,"LANDS' END, INC.",le
0001047716,LATAM AIRLINES GROUP S.A.,lfl
0000912766,"LAUREATE EDUCATION, INC.",laur
0001348324,LDR HOLDING CORP,ldrh
0001002037,"LEARNING TREE INTERNATIONAL, INC.",ltre
0000943580,LECROY CORP,lcry
0000704051,"LEGG MASON, INC.",lm
0000094845,LEVI STRAUSS & CO,levit_priv
0001062822,"LEXICON PHARMACEUTICALS, INC.",lxrx
0001290109,"LG Display Co., Ltd.",lpl
0001303313,"LHC Group, Inc",lhcg
0001076195,"LIFE TIME FITNESS, INC.",ltm
0001301611,"LIFEPOINT HEALTH, INC.",lpnt
0000814586,LIFEWAY FOODS INC,lway
0001084554,LIGHTBRIDGE Corp,ltbr
1563756,LIGHTSTONE VALUE PLUS REAL ESTATE INVESTMENT TRUST II INC,lvpr
0000931058,LIN TELEVISION CORP,
0000910739,LINCOLN BENEFIT LIFE CO,lcob_priv
0000726865,LINCOLN NATIONAL LIFE INSURANCE CO /IN/,
0001512499,"LINDBLAD EXPEDITIONS HOLDINGS, INC.",lind
0001611820,LINE Corp,ln
0001168197,LIPOSCIENCE INC,lpdx
0001141240,LIQUIDMETAL TECHNOLOGIES INC,lqmt
0000804154,LITHIUM TECHNOLOGY CORP,lthuq
0001065696,LKQ CORP,lkq
0001259550,LOCAL Corp,locm
0000911002,LODGENET INTERACTIVE CORP,lnteq
0001397911,LPL Financial Holdings Inc.,lpla
0000924383,LRAD Corp,lrad
0000703360,LSI CORP,log
0000060751,LUBRIZOL Corp,lz
0000752902,LUCID INC,lcdxw
0000060849,LUFKIN INDUSTRIES INC,lufk
0001004945,LUMENIS LTD,lmns
0000920465,La Jolla Pharmaceutical Co,ljpc
0000057131,La-Z-Boy Inc,lzb
0000920148,Laboratory Corp Of America Holdings,lh
0001341318,"Lake Shore Bancorp, Inc.",lsbk
0000798081,Lakeland Industries Inc,lake
0000707549,Lam Research Corp,lrcx
899045,Lamar Advertising Co/New,lamr
0001679273,"Lamb Weston Holdings, Inc.",lww
0000057515,Lancaster Colony Corp,lanc
0000825410,Landauer Inc,ldr
0001005286,Landec Corp \Ca\,lndc
0000853816,Landstar System Inc,lstr
0001114925,Lantronix Inc,ltrx
0000875296,Lapolla Industries Inc,lpad
0001300514,Las Vegas Sands Corp,lvs
0000350644,Lattice INC,lttc
0000855658,Lattice Semiconductor Corp,lscc
0000703604,Lawson Products Inc/New/DE/,laws
0001344632,"Lawson Software, Inc.",
0000888504,Layne Christensen Co,layn
0001138951,Leapfrog Enterprises Inc,lf
0000842162,Lear Corp,lea
0000058361,"Lee Enterprises, Inc",lee
0000058492,Leggett & Platt Inc,leg
0001158895,Lemaitre Vascular Inc,lmat
0001409970,LendingClub Corp,lc
0001434621,"LendingTree, Inc.",tree
0000794323,Level 3 Communications Inc,lvlt
0001412707,Level One Bancorp Inc,levl
0001001288,Lexmark International Inc /Ky/,lxk
0001316631,"Liberty Global, Inc.",lbtyk
0001073431,Life Technologies Corp,ivgn
0001383871,"Lifelock, Inc.",lock
0000874396,"Lifetime Brands, Inc",lcut
0000849146,Lifevantage Corp,lfvn
0000886163,Ligand Pharmaceuticals Inc,lgnd
0000866970,Lighting Science Group Corp,lscg
0000889971,Lightpath Technologies Inc,lpth
0001065860,Lime Energy Co.,lime
0001391127,"Limelight Networks, Inc.",llnw
0001342423,Limoneira CO,lmnr
0000059527,Lincoln Electric Holdings Inc,leco
0000059558,Lincoln National Corp,lnc
0000836157,Lindsay Corp,lnn
0000791907,Linear Technology Corp /CA/,lltc
0001271024,Linkedin Corp,lnkd
0001058299,Lionbridge Technologies Inc /DE/,liox
0000929351,Lions Gate Entertainment Corp /Cn/,lgf
0001330436,Liquidia Technologies Inc,lqda
0001235468,Liquidity Services Inc,lqdt
0001023128,Lithia Motors Inc,lad
0001415332,Lithium Corp,ltum
0000889331,Littelfuse Inc /DE,lfus
0001335258,"Live Nation Entertainment, Inc.",lyv
0001462120,"Live Oak Bancshares, Inc.",lob
0001742924,Livent Corp.,lthm
0001102993,Liveperson Inc,lpsn
1167831,Lloyds Bank plc,
0001383196,"Location Based Technologies, Inc.",lbas
0000936468,Lockheed Martin Corp,lmt
0000060086,Loews Corp,l
0001420302,"LogMeIn, Inc.",logm
0001032975,Logitech International Sa,logi
0000355777,Lojack Corp,lojn
0001641129,"LookSmart Group, Inc.",lkst
0001077866,Looksmart Ltd,look
0001504678,"Loop Industries, Inc.",llpp
0001353209,"LoopNet, Inc.",
0000060519,Louisiana-Pacific Corp,lpx
0000060667,Lowes Companies Inc,low
0000060714,Lsb Industries Inc,lxu
0000763532,Lsi Industries Inc,lyts
0001396033,"Lumber Liquidators Holdings, Inc.",ll
0001033905,Luminex Corp,lmnx
0001520744,Lumos Networks Corp.,lmos
0001239819,Luna Innovations Inc,luna
0001475348,Luther Burbank Corp,lbc
0000060977,Lydall Inc /DE/,ldl
0001759509,"Lyft, Inc.",lyft
0001166220,"Lyris, Inc.",lyri
0000036270,M&T Bank Corp,mtb
0001493594,"M/A-COM Technology Solutions Holdings, Inc.",mtsi
0001038280,MAC-GRAY CORP,tuc
0000912607,MACE SECURITY INTERNATIONAL INC,mace
2337,"MACRONIX INTERNATIONAL CO., LTD. (旺宏電子)",
0000019411,MAGELLAN HEALTH INC,mgln
0000920707,"MAKEMUSIC, INC.",mmus
0000202467,MAKITA CORP,
0001411861,MAKO Surgical Corp.,mako
0001401923,"MAP Pharmaceuticals, Inc.",
0001441693,MARRONE BIO INNOVATIONS INC,mbii
0001399315,MARSHALL & ILSLEY CORP,mhyrx
0000892025,MARTEK BIOSCIENCES CORP,
0000015615,MASTEC INC,mtz
0000755003,MATERIAL SCIENCES CORP,masc
0001091223,MATERIALISE NV,mtls
0001104657,MATERION Corp,mtrn
0001361470,MAVENIR SYSTEMS INC,mvnr
0001068796,MAXYGEN INC,
0001032067,MEADE INSTRUMENTS CORP,
0001159297,MEADWESTVACO Corp,mwv
0001000209,MEDALLION FINANCIAL CORP,mfin
0001139463,MEDCATH CORP,
0001170650,MEDCO HEALTH SOLUTIONS INC,mhs
0000748270,MEDICAL ACTION INDUSTRIES INC,mdci
0001582982,"MEDICAL TRANSCRIPTION BILLING, CORP",mtbc
0000859368,MEDICIS PHARMACEUTICAL CORP,mrx
0001133519,MEDICURE INC,
0000874733,MEDIWARE INFORMATION SYSTEMS INC,medw
0000753772,MEDIZONE INTERNATIONAL INC,mzei
0000884497,MEDQUIST INC,medq
0001267612,MELT INC,mltc
0000064978,MERCK SHARP & DOHME CORP.,mrk
0001049521,MERCURY SYSTEMS INC,mrcy
,MERIDIAN BANK,mwi_priv
0000724941,MERISEL INC /DE/,
0000065100,"MERRILL LYNCH & CO., INC.",mer$p
0000810332,MESA AIR GROUP INC,mesa
0000065201,MET PRO CORP,mpr
0000886977,METHANEX CORP,meoh
,METROPOLITAN COMMERCIAL BANK,mcb_priv
0000937834,METROPOLITAN LIFE INSURANCE CO,mlic
0001401106,MF Global Holdings Ltd.,mfglq
0000789570,MGM Resorts International,mgm
0001517224,"MICHAEL FOODS GROUP, INC.",
0000740670,MICHAELS STORES INC,
0001329136,MICROELECTRONICS TECHNOLOGY Co,mely
0000320345,MICROS SYSTEMS INC,mcrs
0000065770,"MICROVISION, INC.",mvis
0000928576,MIDAMERICAN ENERGY CO,mdpwk
0001046131,MIDAS INC,
0000912958,MILLICOM INTERNATIONAL CELLULAR SA,tigo
0001458962,"MINDBODY, Inc.",mb
0001224370,"MINDSPEED TECHNOLOGIES, INC",mspd
0000944130,"MINISTRY PARTNERS INVESTMENT COMPANY, LLC",minipa_priv
0001059786,MIPS TECHNOLOGIES INC,mips
0001586727,"MIRAMAR LABS, INC.",mrlb
0001010775,MIRANT CORP,mir
0001041609,MIRENCO INC,mreo
0000067099,MITSUI & CO LTD,
0001369444,MIZATI LUXURY ALLOY WHEELS INC,mztaq
0001335730,MIZUHO FINANCIAL GROUP INC,mfg
0001527698,"ML Capital Group, Inc.",mlcg
0001285701,"MMRGlobal, Inc.",mmrf
0001470099,"MOBILEIRON, INC.",mobl
0001447380,MOBIVITY HOLDINGS CORP.,mfon
1743971,MOGU Inc.,MOGU
0001005276,MOHEGAN TRIBAL GAMING AUTHORITY,mohe_priv
0000067472,MOLEX INC,molx
0001265107,MONITRONICS INTERNATIONAL INC,ascma_priv
0001020416,"MONSTER WORLDWIDE, INC.",mww
0000067887,MOOG INC.,mog.a
0001276477,MORRIS PUBLISHING GROUP LLC,
0001336691,MOTRICITY INC,vltcw
0001085770,MOVE INC,move
0001408198,MSCI Inc.,msci
cr212465,"MUFG Union Bank, N.A.",
0000732412,MULTIBAND CORP,mbnd
0001323974,"MWI Veterinary Supply, Inc.",mwiv
0000069499,MYLAN INC.,myl_priv
0001369290,MYOMO INC,myo
0001402479,MYOS Corp,myos
0001053584,Macatawa Bank Corp,mcbc
0001125345,Macrogenics Inc,mgnx
0000794367,"Macy's, Inc.",m
0001088162,Mad Catz Interactive Inc,mcz
0001636519,Madison Square Garden Co,msg
0001575975,Madison Ventures Inc.,mavt
0001126975,Magellan Midstream Partners Lp,mmp
0000876779,Magic Software Enterprises Ltd,mgic
0000749098,Magna International Inc,mga
0001353487,Magnegas Corp,mnga
0000751085,"Magnetek, Inc.",mag
0001412100,"Maiden Holdings, Ltd.",mhld
0001574097,"Maiden Lane Jewelry, Ltd.",mdnl
0001626853,Majesco,mjco
0001076682,Majesco Entertainment Co,cool
0001590976,"Malibu Boats, Inc.",mbuu
0001594034,Mallinckrodt International Finance SA,
0001567892,Mallinckrodt plc,mnk
0001549107,Manchester United plc,manu
0001056696,Manhattan Associates Inc,manh
0001387632,Manhattan Bancorp,mnhn
0000061986,Manitowoc Co Inc,mtw
0001650962,"Manitowoc Foodservice, Inc.",mfs
0001056358,Mannatech Inc,mtex
0000899460,Mannkind Corp,mnkd
0000871763,ManpowerGroup Inc.,man
0000892537,Mantech International Corp,mant
cr501105,Manufacturers and Traders Trust Company,
0000101778,Marathon Oil Corp,mro
0001507605,"Marathon Patent Group, Inc.",mara
0001224133,Marchex Inc,mchx
0000062234,Marcus Corp,mcs
0001389002,Marin Software Inc,mrin
0001517008,"Marina District Development Company, LLC",
0001057060,Marinemax Inc,hzo
0001096343,Markel Corp,mkl
0001298978,"Market Leader, Inc.",
0001278021,Marketaxess Holdings Inc,mktx
0001490660,"Marketo, Inc.",mkto
0001534463,Marlborough Software Development Holdings Inc.,
0001048286,Marriott International Inc /MD/,mar
0001524358,Marriott Vacations Worldwide Corp,vac
0000062709,"Marsh & Mclennan Companies, Inc.",mmc
0001091801,Martha Stewart Living Omnimedia Inc,mso
0000916076,Martin Marietta Materials Inc,mlm
0001058057,Marvell Technology Group Ltd,mrvl
0000062996,Masco Corp /DE/,mas
0000937556,Masimo Corp,masi
0000893691,Masonite International Corp,door
0000866273,Matrix Service Co,mtrx
0000063276,Mattel Inc /DE/,mat
0001094348,Mattersight Corp,matr
0000063296,Matthews International Corp,matw
0000063330,Maui Land & Pineapple Co Inc,mlp
0001611231,"MaxPoint Interactive, Inc.",mxpt
0001121142,Maxar Technologies Inc.,maxr
0000743316,Maxim Integrated Products Inc,mxim
0001032220,Maximus Inc,mms
0000319815,Maxwell Technologies Inc,mxwl
0001766368,"Mayville Engineering Company, Inc.",mec
0001139812,Mb Financial Inc /MD,mbfi
0000890801,"McAfee, Inc.",mfe
0001288741,McCormick & Schmicks Seafood Restaurants Inc.,
0001585002,"McGraw-Hill Global Education Intermediate Holdings, LLC",mhed
0000063754,Mccormick & Co Inc,mkc
0000708819,Mcdermott International Inc,mdr
0000063908,Mcdonalds Corp,mcd
0000752714,Mcgrath Rentcorp,mgrc
0000927653,Mckesson Corp,mck
0001535079,"McorpCX, Inc.",mccx
0000773141,Mdc Holdings Inc,mdc
0000876883,Mdc Partners Inc,mdca
0000067716,Mdu Resources Group Inc,mdu
0000778734,Measurement Specialties Inc,meas
0001083712,Mecklermedia Corp,meck
0000040528,"MedClean Technologies, Inc.",mcln
0001540184,"Medallia, Inc.",mdla
0001254419,Medassets Inc,mdas
0001593984,MediWound Ltd.,mdwd
0000216539,Media General Inc,meg
2454,MediaTek Inc. (聯發科技),mtk
0001226616,Medicinova Inc,mnov
0001658432,Medico International Inc.,mddt
0001453814,"Medidata Solutions, Inc.",mdso
0001603961,Medifocus Inc.,mfs
0001591165,Medovex Corp.,mdvx
0001078099,"MeetMe, Inc.",meet
0001356104,"Mellanox Technologies, Ltd.",mlnx
0000919134,Mendocino Brewing Co Inc,menb
0000701811,Mentor Graphics Corp,ment
0001042729,Mercantile Bank Corp,mbwm
0000726517,Merchants Bancshares Inc,mbvt
0000310158,"Merck & Co., Inc.",mrk
0000065011,Meredith Corp,mdp
0000944765,Merge Healthcare Inc,mrge
0000794172,Meridian Bioscience Inc,vivo
0001750735,Meridian Corp,
0000856982,Merit Medical Systems Inc,mmsi
0000833079,Meritage Homes CORP,mth
0001274792,Merrimack Pharmaceuticals Inc,mack
0001167294,Meru Networks Inc,meru
0000724004,Mesa Laboratories Inc /Co,mlab
0000907471,Meta Financial Group Inc,cash
0001121702,"Metabolix, Inc.",mblx
1722606,Metalla Royalty & Streaming Ltd.,
0000065270,Methode Electronics Inc,mei
0001085706,"Metro Bancorp, Inc.",metr
0000876437,Mgic Investment Corp,mtg
0000835011,Mgp Ingredients Inc,mgpi
0000827054,Microchip Technology Inc,mchp
0000723125,Micron Technology Inc,mu
0001574969,Microphase Corp,micph_priv
0000310568,Microsemi Corp,mscc
0000789019,Microsoft Corp,msft
0001050446,Microstrategy Inc,mstr
0001412665,"MidWestOne Financial Group, Inc.",mofg
0001466026,"Midland States Bancorp, Inc.",msbi
0000855683,Milestone Scientific Inc.,mlss
0001372375,Millennial Media Inc.,mm
0001376339,"Mimedx Group, Inc.",mdxg
0000891014,Minerals Technologies Inc,mtx
0001527599,"Mirna Therapeutics, Inc.",mirn
0000880432,Misonix Inc,mson
0001436126,"Mistras Group, Inc.",mg
0000807863,Mitek Systems Inc,mitk
0001170534,Mitel Networks Corp,mitl
0000067088,Mitsubishi Ufj Financial Group Inc,mtu
0001049502,Mks Instruments Inc,mksi
0000890394,"MoSys, Inc.",mosy
0000911109,Mobile Mini Inc,mini
0001113513,"MobileSmith, Inc.",most
0001084267,"Mobiquity Technologies, Inc.",mobq
0000067279,Mocon Inc,moco
0001118417,"Model N, Inc.",modn
0000067347,Modine Manufacturing Co,mod
0000914712,ModusLink Global Solutions Inc,mlnk
0000851968,Mohawk Industries Inc,mhk
0001179929,Molina Healthcare Inc,moh
0000871344,Moller International Inc,mler
0001235010,Momenta Pharmaceuticals Inc,mnta
1624826,Momentive Performance Materials Inc.,mpmq
0001405041,Momentive Performance Materials Inc.,mpmq
0001372183,"Monaker Group, Inc.",mkgi
0001273931,Moneygram International Inc,mgi
0001441816,"MongoDB, Inc.",mdb
0001280452,Monolithic Power Systems Inc,mpwr
0001385292,Monotype Imaging Holdings Inc.,type
0000876427,Monro Muffler Brake Inc,mnro
0001165880,Montpelier Re Holdings Ltd,mrh
0000895421,Morgan Stanley,ms
0001342126,Morgans Hotel Group Co.,mhgc
0001289419,"Morningstar, Inc.",morn
0001340243,MorphoSys AG,
0001285785,Mosaic Co,mos
0000918251,Motorcar Parts America Inc,mpaa
0000068505,"Motorola Solutions, Inc.",msi
0000040730,Motors Liquidation Co,mtlqu
0000072573,Movado Group Inc,mov
0001439095,Mrc Global Inc.,mrc
0000887969,Mrv Communications Inc,mrvc
0000834162,Mtr Gaming Group Inc,mntg
0000068709,Mts Systems Corp,mtsc
0000089439,Mueller Industries Inc,mli
0001350593,"Mueller Water Products, Inc.",mwa
0000717423,Murphy Oil Corp /DE,mur
0001415684,MusclePharm Corp,mslp
0001434601,Music Of Your Life Inc,myli
0000069488,Myers Industries Inc,mye
0000899923,Myriad Genetics Inc,mygn
0000904896,N-Viro International Corp,nvic
0000883107,NANOPHASE TECHNOLOGIES CORPORATION,nanx
2408,NANYA TECHNOLOGY CORPORATION (南亞科技),ntc
0001120193,"NASDAQ, INC.",ndaq
0000069671,NASH FINCH CO,nafc
0000912382,NATIONAL BANK OF INDIANAPOLIS CORP,
0001183186,NATIONAL FINANCIAL PARTNERS CORP,nfp
0001004315,NATIONAL GRID PLC,ngg
0001338690,"NATIONAL MENTOR HOLDINGS, INC.",
0000318508,NATIONAL PROPERTY INVESTORS 4,
0000070502,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/,
0000070530,NATIONAL SEMICONDUCTOR CORP,nsm
0001049659,NATIONAL STEEL CO,sid
0000110536,NATIONAL TECHNICAL SYSTEMS INC /CA/,ntsc
0000702162,NATIONAL WESTMINSTER BANK PLC /ENG/,nwpc.cl
0000205695,NATIONWIDE LIFE INSURANCE CO,
0000070793,NBTY INC,nty
0001334478,"NCI, Inc.",ncit
0001318742,NCL CORP Ltd.,nclh_priv1
0001399708,NEOVASC INC,nvcn
0001089638,NESS TECHNOLOGIES INC,
0001135711,NETLOGIC MICROSYSTEMS INC,
0000752431,NETWORK EQUIPMENT TECHNOLOGIES INC,nwk
0001444380,NEVRO CORP,nvro
0000847383,NEW FRONTIER MEDIA INC,noof
0001756574,"NEW WORLD TECHNOLOGIES, INC.",
0001564708,NEWS CORP,nwsa
0001094019,"NEWTEK BUSINESS SERVICES, INC.",newt
0000753308,NEXTERA ENERGY INC,nee
0001504461,NGL Energy Partners LP,ngl
1140471,NIPPON STEEL CORP,
0000888981,NOCOPI TECHNOLOGIES INC/MD/,nnup
0000924613,NOKIA CORP,nok
0001275158,NOODLES & Co,ndls
0001288248,NORCRAFT COMPANIES LP,
0001216596,NORTEK INC,ntk
0000072911,NORTEL NETWORKS CORP,nrtlq
1123852,NORTHERN STATES POWER CO,
72909,NORTHERN STATES POWER CO /WI/,
0000893467,NORTHWEST BANCORPORATION INC,nbct
0001072379,NORTHWEST BIOTHERAPEUTICS INC,nwbo
0001114448,NOVARTIS AG,nvs
0001022652,NOVATEL WIRELESS INC,mifi
0000758004,NOVELL INC,novl
0000836106,NOVELLUS SYSTEMS INC,nvls
0000353278,NOVO NORDISK A S,nvo
0001126216,"NTS, INC.",nts
0001563463,NUTRAFUELS INC,ntfu
0000741508,"NV ENERGY, INC.",nve
0001018735,NYMOX PHARMACEUTICAL CORP,nymx
0001163739,Nabors Industries Ltd,nbr
0001383097,Naked Brand Group Inc.,nakd
0001599661,Nancy's Specialty Foods,
0001401708,NanoString Technologies Inc,nstg
0000704532,Nanometrics Inc,nano
0001566469,"NantHealth, Inc.",nh
0001326110,"NantKwest, Inc.",nk
0000069633,"Napco Security Technologies, Inc",nssc
0001604821,"Natera, Inc.",ntra
0000069733,Nathans Famous Inc,nath
0001475841,National Bank Holdings Corp,nbhc
0000069891,National Beverage Corp,fizz
0001527190,"National CineMedia, LLC",ncmi_priv1
0000070145,National Fuel Gas Co,nfg
0001578735,National General Holdings Corp.,nghc
0000877860,National Health Investors Inc,nhi
0001306109,National Health Partners Inc,nhpr
0001047335,National Healthcare Corp,nhc
0000935494,National Instruments Corp /DE/,nati
0001301106,National Interstate CORP,natl
0001021860,National Oilwell Varco Inc,nov
0000080172,National Presto Industries Inc,npk
0000070487,National Research Corp,nrcib
0000751364,"National Retail Properties, Inc.",nnn
0000070684,National Western Life Insurance Co,nwli
0001507951,Nationstar Mortgage LLC,nsmllc
0000787253,Natural Alternatives International Inc,naii
0000275053,Natures Sunshine Products Inc,natr
0000878526,Natus Medical Inc,baby
0001078207,"Nautilus, Inc.",nls
0000810509,"Navidea Biopharmaceuticals, Inc.",navb
0001019737,Navigant Consulting Inc,nci
0000793547,Navigators Group Inc,navg
0000808450,Navistar International Corp,nav
0000790359,Nbt Bancorp Inc,nbtb
0000883902,Nci Building Systems Inc,ncs
0000070866,Ncr Corp,ncr
0001296435,Neenah Paper Inc,np
0000906709,Nektar Therapeutics,nktr
0001258602,Nelnet Inc,nni
0000711377,Neogen Corp,neog
0001694187,"Neon Therapeutics, Inc.",ntgn
0000087050,"Neonode, Inc",neon
0001227025,Neophotonics Corp,nptn
0001467652,"Neos Therapeutics, Inc.",neos
0001338095,"NephroGenex, Inc.",nrx
0001002047,"NetApp, Inc.",ntap
0001496623,"NetSpend Holdings, Inc.",
0001110646,"Netease.Com, Inc.",ntes
0001065280,Netflix Inc,nflx
0001122904,"Netgear, Inc",ntgr
0001282631,Netlist Inc,nlst
0001078075,Netscout Systems Inc,ntct
0001039280,Netsol Technologies Inc,ntwk
0001117106,Netsuite Inc,n
0001289850,"NeuroMetrix, Inc.",nuro
0000914475,Neurocrine Biosciences Inc,nbix
0001385830,NeurogesX Inc,ngsx
0001227636,"Neuronetics, Inc.",stim
0001265888,Neustar Inc,nsr
0001485589,Nevada Property 1 LLC,nvp1_priv
0001527032,"New Enterprise Stone & Lime Co., Inc.",nesl
0000800166,New Gold Inc. /FI,ngd
0000356309,New Jersey Resources Corp,njr
0000806175,"New Leaf Brands, Inc.",nlef
0000910073,New York Community Bancorp Inc,nycb
cr694904,New York Community Bank,
1595527,"New York REIT, Inc.",nyrt
0000714530,Newbridge Bancorp,nbbc
0001126234,Newlink Genetics Corp,nlnk
0001282637,Newmarket Corp,neu
0000225263,Newport Corp,newp
0001289223,"Newport Gold, Inc.",nwpg
0001142417,Nexstar Broadcasting Group Inc,nxst
0001065332,Nic Inc,egov
0001003935,Nice Systems Ltd,nice
0001158967,Nidec Corp,nj
0000320187,Nike Inc,nke
0001111711,Nisource Inc/DE,ni
0000072207,Noble Energy Inc,nbl
0001433593,"Noble Medical Technologies, Inc.",
0000709005,Noble Romans Inc,nrom
0001163653,Nomura Holdings Inc,nmr
0000720762,Non Invasive Monitoring Systems Inc /FL/,nimu
0000877365,Norbord Inc.,osb
0001582616,"Norcraft Companies, Inc.",ncft
0000072331,Nordson Corp,ndsn
0000072333,Nordstrom Inc,jwn
0000702165,Norfolk Southern Corp,nsc
0001605997,Northern Power Systems Corp.,nps
0000875582,Northern Technologies International Corp,ntic
0001536047,Northern Tier Energy LLC,
cr210434,Northern Trust Company,
0000073124,Northern Trust Corp,ntrs
0001493225,"Northfield Bancorp, Inc.",nfbk
0001401700,"Northfield Bancorp, Inc.",
0001163370,Northrim Bancorp Inc,nrim
0001133421,Northrop Grumman Corp /DE/,noc
0000073020,Northwest Natural Gas Co,nwn
0001001385,Northwest Pipe Co,nwpx
0000073088,Northwestern Corp,nwe
0001389545,"NovaBay Pharmaceuticals, Inc.",nby
0001000694,Novavax Inc,nvax
0001304280,Novelis Inc.,nvl
0000890465,Nps Pharmaceuticals Inc,npsp
0001013871,"Nrg Energy, Inc.",nrg
0000748592,Ntn Buzztime Inc,ntn
0001166141,Ntt Docomo Inc,dcm
0001110805,NuStar Energy L.P.,ns
0001527613,"NuZee, Inc.",nuze
0001002517,"Nuance Communications, Inc.",nuan
